Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Date,Shipment_Date
Standard Class,Consumer,United States,Cincinnati,Ohio,45231.0,East,Office Supplies,Labels,5.904,2.0,0.2,1.9926,11/12/2016,14/12/2016
Standard Class,Consumer,United States,Marion,Ohio,43302.0,East,Furniture,Furnishings,63.824,2.0,0.2,9.5736,11/12/2016,14/12/2016
Standard Class,Consumer,United States,Marion,Ohio,43302.0,East,Office Supplies,Storage,141.55200000000002,3.0,0.2,-26.541,17/12/2016,21/12/2016
Standard Class,Corporate,United States,Los Angeles,California,90049.0,West,Office Supplies,Envelopes,304.9,5.0,0.0,143.303,17/12/2016,21/12/2016
Standard Class,Corporate,United States,Los Angeles,California,90049.0,West,Furniture,Chairs,563.24,5.0,0.2,56.324,17/12/2016,21/12/2016
Standard Class,Corporate,United States,Lakewood,Ohio,44107.0,East,Furniture,Tables,661.176,2.0,0.4,-231.4116,17/12/2016,21/12/2016
Standard Class,Home Office,United States,Lebanon,Tennessee,37087.0,South,Technology,Phones,239.976,3.0,0.2,17.9982,18/12/2016,22/12/2016
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Tables,502.48800000000006,3.0,0.2,-87.9354,18/12/2016,24/12/2016
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Office Supplies,Binders,196.704,6.0,0.2,68.8464,18/12/2016,24/12/2016
Second Class,Home Office,United States,Chico,California,95928.0,West,Furniture,Chairs,915.1360000000001,4.0,0.2,102.9528,18/12/2016,24/12/2016
Second Class,Home Office,United States,Chico,California,95928.0,West,Furniture,Furnishings,327.76,8.0,0.0,91.7728,18/12/2016,24/12/2016
First Class,Consumer,United States,Salem,Virginia,24153.0,South,Furniture,Chairs,701.96,2.0,0.0,168.4704,19/12/2016,23/12/2016
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Phones,88.77600000000001,3.0,0.2,7.7679,20/12/2016,21/12/2016
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Office Supplies,Art,64.14,3.0,0.0,16.6764,21/12/2016,25/12/2016
First Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Binders,33.552,1.0,0.2,12.582,25/12/2016,29/12/2016
Standard Class,Corporate,United States,Beverly,Massachusetts,1915.0,East,Office Supplies,Appliances,1737.18,6.0,0.0,503.7822,25/12/2016,31/12/2016
Standard Class,Corporate,United States,Beverly,Massachusetts,1915.0,East,Office Supplies,Storage,704.25,5.0,0.0,84.51,25/12/2016,31/12/2016
Standard Class,Corporate,United States,Beverly,Massachusetts,1915.0,East,Office Supplies,Paper,141.76,4.0,0.0,66.6272,25/12/2016,31/12/2016
Standard Class,Corporate,United States,San Diego,California,92024.0,West,Office Supplies,Binders,36.36,3.0,0.2,12.2715,25/12/2016,31/12/2016
First Class,Home Office,United States,San Francisco,California,94109.0,West,Furniture,Furnishings,25.83,3.0,0.0,9.5571,25/12/2016,27/12/2016
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,24.588,3.0,0.8,-38.1114,25/12/2016,27/12/2016
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Envelopes,13.984000000000002,2.0,0.2,4.7196,27/12/2016,03/01/2017
Standard Class,Consumer,United States,Dallas,Texas,75220.0,Central,Technology,Phones,195.96,5.0,0.2,19.596,27/12/2016,03/01/2017
Second Class,Home Office,United States,Corpus Christi,Texas,78415.0,Central,Office Supplies,Paper,74.352,3.0,0.2,23.235,02/01/2017,07/01/2017
Same Day,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Paper,6.68,1.0,0.0,3.2064,08/01/2017,08/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Office Supplies,Supplies,17.584,7.0,0.2,-4.1762,10/01/2017,15/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Furniture,Chairs,104.78399999999999,1.0,0.2,-14.4078,14/01/2017,19/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Office Supplies,Paper,47.952,3.0,0.2,16.7832,14/01/2017,19/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Furniture,Chairs,650.352,3.0,0.2,-97.5528,14/01/2017,19/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Office Supplies,Labels,629.184,8.0,0.2,228.0792,17/01/2017,21/01/2017
Second Class,Corporate,United States,Eugene,Oregon,97405.0,West,Office Supplies,Paper,15.175999999999998,1.0,0.2,5.3116,18/01/2017,19/01/2017
Standard Class,Consumer,United States,Oxnard,California,93030.0,West,Furniture,Furnishings,127.95,3.0,0.0,21.7515,18/01/2017,19/01/2017
Standard Class,Corporate,United States,Fairfield,Connecticut,6824.0,East,Office Supplies,Storage,579.51,3.0,0.0,81.1314,18/01/2017,25/01/2017
Standard Class,Corporate,United States,Fairfield,Connecticut,6824.0,East,Technology,Phones,14.99,1.0,0.0,7.3451,19/01/2017,22/01/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Art,151.92,4.0,0.0,45.576,25/01/2017,31/01/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Labels,196.62,2.0,0.0,96.3438,25/01/2017,31/01/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Paper,144.12,3.0,0.0,69.1776,06/02/2017,10/02/2017
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Office Supplies,Paper,15.96,2.0,0.0,7.98,08/02/2017,13/02/2017
Second Class,Corporate,United States,Laguna Niguel,California,92677.0,West,Technology,Phones,39.96,5.0,0.2,3.4965,08/02/2017,13/02/2017
Second Class,Corporate,United States,Laguna Niguel,California,92677.0,West,Office Supplies,Paper,34.08,6.0,0.0,15.335999999999999,08/02/2017,13/02/2017
Standard Class,Corporate,United States,Jacksonville,Florida,32216.0,South,Office Supplies,Paper,10.368,2.0,0.2,3.6288,12/02/2017,14/02/2017
Standard Class,Corporate,United States,Mount Vernon,New York,10550.0,East,Office Supplies,Binders,7.752000000000001,3.0,0.2,2.8101,12/02/2017,14/02/2017
Second Class,Home Office,United States,Midland,Michigan,48640.0,Central,Office Supplies,Envelopes,15.28,2.0,0.0,7.4872,19/02/2017,21/02/2017
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Technology,Machines,65.97,3.0,0.0,31.0059,19/02/2017,21/02/2017
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Paper,33.4,5.0,0.0,16.032,19/02/2017,21/02/2017
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Envelopes,210.84,4.0,0.0,103.3116,19/02/2017,23/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Storage,13.98,1.0,0.0,4.0542,19/02/2017,23/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Furniture,Furnishings,272.94,3.0,0.0,30.0234,19/02/2017,23/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Binders,19.05,5.0,0.0,8.9535,20/02/2017,24/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Appliances,247.71599999999998,4.0,0.1,93.5816,20/02/2017,27/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Storage,66.58,2.0,0.0,15.9792,20/02/2017,27/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Art,43.92,3.0,0.0,12.7368,22/02/2017,28/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Furniture,Furnishings,14.73,3.0,0.0,4.8609,22/02/2017,28/02/2017
Standard Class,Consumer,United States,Westland,Michigan,48185.0,Central,Office Supplies,Binders,29.7,5.0,0.0,13.365,26/02/2017,03/03/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Paper,49.12,4.0,0.0,23.0864,27/02/2017,04/03/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Binders,18.28,5.0,0.2,6.398,28/02/2017,07/03/2017
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Furniture,Furnishings,47.04,4.0,0.0,15.9936,07/03/2017,14/03/2017
Standard Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Phones,339.96,5.0,0.2,42.495,09/03/2017,12/03/2017
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,87.8,4.0,0.0,43.9,09/03/2017,12/03/2017
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Furniture,Chairs,221.382,2.0,0.1,2.4598,13/03/2017,18/03/2017
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Machines,5199.96,4.0,0.0,1351.9896,13/03/2017,18/03/2017
First Class,Consumer,United States,Lancaster,Ohio,43130.0,East,Office Supplies,Storage,156.512,4.0,0.2,-35.2152,14/03/2017,14/03/2017
First Class,Home Office,United States,Newark,Delaware,19711.0,East,Technology,Accessories,119.85,3.0,0.0,52.733999999999995,14/03/2017,18/03/2017
First Class,Home Office,United States,Newark,Delaware,19711.0,East,Office Supplies,Binders,30.44,2.0,0.0,14.9156,20/03/2017,25/03/2017
First Class,Home Office,United States,Newark,Delaware,19711.0,East,Office Supplies,Binders,69.28,2.0,0.0,33.2544,22/03/2017,24/03/2017
First Class,Home Office,United States,Newark,Delaware,19711.0,East,Technology,Phones,587.97,3.0,0.0,170.5113,04/04/2017,07/04/2017
Same Day,Home Office,United States,New York City,New York,10024.0,East,Office Supplies,Labels,24.55,5.0,0.0,12.0295,05/04/2017,06/04/2017
Standard Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Binders,12.175999999999998,1.0,0.2,4.4138,05/04/2017,06/04/2017
Standard Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Storage,37.32,3.0,0.0,10.4496,09/04/2017,09/04/2017
Standard Class,Consumer,United States,San Francisco,California,94109.0,West,Office Supplies,Supplies,35.06,2.0,0.0,10.517999999999999,09/04/2017,09/04/2017
Standard Class,Consumer,United States,Dallas,Texas,75217.0,Central,Furniture,Furnishings,108.4,5.0,0.6,-105.69,15/04/2017,20/04/2017
Standard Class,Corporate,United States,Miami,Florida,33178.0,South,Technology,Phones,361.376,2.0,0.2,27.1032,15/04/2017,20/04/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,2.412,1.0,0.7,-2.01,18/04/2017,20/04/2017
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Office Supplies,Appliances,8.39,1.0,0.0,2.0975,20/04/2017,24/04/2017
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Technology,Phones,337.98,2.0,0.0,101.39399999999999,26/04/2017,30/04/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Storage,83.92,5.0,0.2,-13.637,26/04/2017,29/04/2017
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Office Supplies,Binders,19.68,5.0,0.2,6.888,26/04/2017,29/04/2017
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,04/05/2017,11/05/2017
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Office Supplies,Paper,6.48,1.0,0.0,3.1104,08/05/2017,10/05/2017
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Technology,Phones,86.352,6.0,0.2,8.6352,08/05/2017,10/05/2017
Standard Class,Home Office,United States,Los Angeles,California,90032.0,West,Office Supplies,Art,56.3,2.0,0.0,15.764000000000001,08/05/2017,10/05/2017
Standard Class,Consumer,United States,Springfield,Oregon,97477.0,West,Office Supplies,Art,51.016000000000005,7.0,0.2,8.2901,10/05/2017,15/05/2017
Standard Class,Consumer,United States,Renton,Washington,98059.0,West,Office Supplies,Binders,150.8,5.0,0.2,56.55,12/05/2017,13/05/2017
Standard Class,Consumer,United States,Renton,Washington,98059.0,West,Technology,Machines,1039.992,1.0,0.2,103.9992,14/05/2017,19/05/2017
Standard Class,Consumer,United States,Renton,Washington,98059.0,West,Office Supplies,Paper,51.84,8.0,0.0,24.8832,14/05/2017,19/05/2017
First Class,Home Office,United States,New York City,New York,10009.0,East,Technology,Phones,41.22,1.0,0.0,11.1294,14/05/2017,19/05/2017
First Class,Home Office,United States,New York City,New York,10009.0,East,Office Supplies,Supplies,240.37,1.0,0.0,7.2111,17/05/2017,21/05/2017
First Class,Home Office,United States,New York City,New York,10009.0,East,Technology,Phones,119.02,2.0,0.0,33.3256,17/05/2017,21/05/2017
Standard Class,Consumer,United States,San Jose,California,95123.0,West,Office Supplies,Binders,133.12,5.0,0.2,49.92,17/05/2017,21/05/2017
Standard Class,Corporate,United States,Grand Prairie,Texas,75051.0,Central,Furniture,Furnishings,38.08,5.0,0.6,-29.511999999999997,23/05/2017,27/05/2017
Same Day,Home Office,United States,New York City,New York,10009.0,East,Furniture,Bookcases,113.568,2.0,0.2,12.7764,23/05/2017,27/05/2017
Second Class,Home Office,United States,New York City,New York,10009.0,East,Furniture,Furnishings,83.92,4.0,0.0,21.8192,28/05/2017,28/05/2017
Second Class,Home Office,United States,New York City,New York,10009.0,East,Office Supplies,Art,6.63,3.0,0.0,3.1161,28/05/2017,01/06/2017
Second Class,Home Office,United States,New York City,New York,10009.0,East,Technology,Accessories,371.97,3.0,0.0,66.9546,04/06/2017,08/06/2017
Standard Class,Corporate,United States,Memphis,Tennessee,38109.0,South,Furniture,Chairs,561.5840000000001,2.0,0.2,70.19800000000001,04/06/2017,08/06/2017
Standard Class,Corporate,United States,Memphis,Tennessee,38109.0,South,Office Supplies,Storage,99.92,5.0,0.2,-1.249,04/06/2017,08/06/2017
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Labels,4.928,2.0,0.2,1.7248,05/06/2017,09/06/2017
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Furniture,Furnishings,14.76,2.0,0.0,4.2804,07/06/2017,10/06/2017
Standard Class,Home Office,United States,Waterbury,Connecticut,6708.0,East,Technology,Accessories,99.99,1.0,0.0,41.9958,07/06/2017,10/06/2017
Standard Class,Home Office,United States,Waterbury,Connecticut,6708.0,East,Office Supplies,Storage,286.15,5.0,0.0,71.5375,07/06/2017,09/06/2017
Standard Class,Home Office,United States,Chandler,Arizona,85224.0,West,Office Supplies,Fasteners,49.792,8.0,0.2,-11.8256,08/06/2017,14/06/2017
Standard Class,Consumer,United States,Springfield,Ohio,45503.0,East,Furniture,Bookcases,299.975,5.0,0.5,-167.986,08/06/2017,14/06/2017
Standard Class,Consumer,United States,Springfield,Ohio,45503.0,East,Technology,Phones,158.376,4.0,0.4,-36.9544,08/06/2017,12/06/2017
First Class,Consumer,United States,Austin,Texas,78745.0,Central,Office Supplies,Binders,32.784,4.0,0.8,-52.4544,08/06/2017,14/06/2017
First Class,Consumer,United States,Austin,Texas,78745.0,Central,Technology,Accessories,47.983999999999995,2.0,0.2,14.3952,08/06/2017,12/06/2017
First Class,Consumer,United States,Austin,Texas,78745.0,Central,Technology,Accessories,62.592,8.0,0.2,13.3008,10/06/2017,13/06/2017
First Class,Consumer,United States,Austin,Texas,78745.0,Central,Office Supplies,Binders,4.276,1.0,0.8,-6.6278,10/06/2017,13/06/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Paper,10.56,2.0,0.0,4.752,10/06/2017,13/06/2017
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Storage,229.94,2.0,0.0,6.8982,10/06/2017,13/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Envelopes,311.15,5.0,0.0,146.2405,13/06/2017,19/06/2017
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Paper,12.96,2.0,0.0,6.3504,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Paper,14.62,2.0,0.0,6.7252,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Labels,5.76,2.0,0.0,2.8224,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Fasteners,21.48,6.0,0.0,10.5252,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Furniture,Furnishings,396.92,4.0,0.0,198.46,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Storage,17.15,1.0,0.0,4.6305,13/06/2017,17/06/2017
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Binders,23.12,2.0,0.2,7.803,13/06/2017,17/06/2017
Standard Class,Home Office,United States,Dallas,Texas,75217.0,Central,Office Supplies,Art,5.247999999999999,2.0,0.2,0.5904,13/06/2017,17/06/2017
Standard Class,Home Office,United States,Concord,New Hampshire,3301.0,East,Technology,Phones,824.95,5.0,0.0,247.485,13/06/2017,17/06/2017
Standard Class,Home Office,United States,Concord,New Hampshire,3301.0,East,Office Supplies,Labels,24.64,8.0,0.0,11.8272,13/06/2017,18/06/2017
Standard Class,Home Office,United States,Concord,New Hampshire,3301.0,East,Office Supplies,Art,227.88,6.0,0.0,68.36399999999999,14/06/2017,18/06/2017
First Class,Consumer,United States,Lafayette,Louisiana,70506.0,South,Furniture,Bookcases,241.96,2.0,0.0,33.8744,14/06/2017,14/06/2017
First Class,Consumer,United States,Lafayette,Louisiana,70506.0,South,Office Supplies,Binders,3.89,1.0,0.0,1.8672,14/06/2017,14/06/2017
First Class,Consumer,United States,Lafayette,Louisiana,70506.0,South,Furniture,Furnishings,8.01,3.0,0.0,3.0438,14/06/2017,14/06/2017
Standard Class,Consumer,United States,Raleigh,North Carolina,27604.0,South,Technology,Phones,177.48,3.0,0.2,19.9665,14/06/2017,18/06/2017
Second Class,Corporate,United States,Spokane,Washington,99207.0,West,Furniture,Chairs,569.568,2.0,0.2,7.1196,16/06/2017,22/06/2017
Second Class,Corporate,United States,Spokane,Washington,99207.0,West,Office Supplies,Storage,149.73,7.0,0.0,43.4217,17/06/2017,21/06/2017
First Class,Consumer,United States,Houston,Texas,77041.0,Central,Furniture,Chairs,899.43,5.0,0.3,-12.849,17/06/2017,23/06/2017
First Class,Consumer,United States,Houston,Texas,77041.0,Central,Office Supplies,Art,46.2,5.0,0.2,5.775,17/06/2017,23/06/2017
First Class,Consumer,United States,Houston,Texas,77041.0,Central,Office Supplies,Paper,47.952,3.0,0.2,16.1838,17/06/2017,21/06/2017
First Class,Consumer,United States,Houston,Texas,77041.0,Central,Technology,Phones,7.992000000000001,1.0,0.2,0.6993,17/06/2017,21/06/2017
First Class,Consumer,United States,Houston,Texas,77041.0,Central,Office Supplies,Paper,76.86399999999999,2.0,0.2,26.9024,17/06/2017,21/06/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,102.93,3.0,0.0,48.3771,18/06/2017,25/06/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Technology,Accessories,98.16,6.0,0.0,9.816,18/06/2017,25/06/2017
Second Class,Home Office,United States,Hollywood,Florida,33021.0,South,Office Supplies,Binders,11.52,5.0,0.7,-7.68,18/06/2017,25/06/2017
Same Day,Corporate,United States,Chandler,Arizona,85224.0,West,Office Supplies,Paper,83.88,1.0,0.2,29.358,19/06/2017,23/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,108.57600000000001,4.0,0.4,-25.3344,19/06/2017,23/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Fasteners,5.984,2.0,0.2,-1.3464,19/06/2017,23/06/2017
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Supplies,21.96,2.0,0.0,6.1488,22/06/2017,29/06/2017
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,Furniture,Chairs,368.97,3.0,0.0,81.1734,22/06/2017,26/06/2017
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Art,12.39,3.0,0.0,3.4692,22/06/2017,28/06/2017
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Storage,332.94,3.0,0.0,9.9882,22/06/2017,28/06/2017
Standard Class,Corporate,United States,Draper,Utah,84020.0,West,Technology,Accessories,111.93,7.0,0.0,34.6983,27/06/2017,27/06/2017
First Class,Home Office,United States,Oakland,California,94601.0,West,Furniture,Chairs,454.272,8.0,0.2,-73.8192,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841.0,East,Office Supplies,Paper,19.44,3.0,0.0,9.3312,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Copiers,8399.976,4.0,0.4,1119.9968,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,6.294,1.0,0.7,-4.196000000000001,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Paper,10.368,2.0,0.2,3.6288,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,122.382,3.0,0.4,-24.4764,28/06/2017,30/06/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Storage,25.984,2.0,0.2,-1.624,29/06/2017,04/07/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Furniture,Tables,945.0360000000001,6.0,0.4,-299.2614,02/07/2017,06/07/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,14.300999999999998,7.0,0.7,-10.4874,02/07/2017,06/07/2017
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540.0,South,Furniture,Furnishings,410.352,3.0,0.2,-51.294,02/07/2017,06/07/2017
Standard Class,Corporate,United States,Chicago,Illinois,60610.0,Central,Office Supplies,Paper,23.52,5.0,0.2,8.526,02/07/2017,02/07/2017
Standard Class,Corporate,United States,Chicago,Illinois,60610.0,Central,Technology,Phones,180.96,5.0,0.2,13.572000000000001,02/07/2017,02/07/2017
First Class,Consumer,United States,Pocatello,Idaho,83201.0,West,Furniture,Furnishings,35.0,4.0,0.0,14.7,02/07/2017,02/07/2017
First Class,Consumer,United States,Pocatello,Idaho,83201.0,West,Office Supplies,Storage,477.15,5.0,0.0,28.629,02/07/2017,02/07/2017
First Class,Consumer,United States,Pocatello,Idaho,83201.0,West,Technology,Phones,302.376,3.0,0.2,22.6782,03/07/2017,09/07/2017
Standard Class,Consumer,United States,Plano,Texas,75023.0,Central,Furniture,Tables,974.988,4.0,0.3,-97.4988,03/07/2017,09/07/2017
First Class,Consumer,United States,New York City,New York,10024.0,East,Furniture,Chairs,589.41,5.0,0.1,-6.5489999999999995,08/07/2017,14/07/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Art,34.7,5.0,0.0,12.492,08/07/2017,14/07/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Storage,99.87,3.0,0.0,23.9688,08/07/2017,12/07/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Paper,37.94,2.0,0.0,18.2112,08/07/2017,12/07/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Labels,24.9,5.0,0.0,11.454,08/07/2017,12/07/2017
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Furnishings,82.26,3.0,0.0,33.7266,10/07/2017,14/07/2017
Standard Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Office Supplies,Fasteners,7.104,6.0,0.2,2.4864,13/07/2017,18/07/2017
Second Class,Home Office,United States,Houston,Texas,77095.0,Central,Furniture,Furnishings,103.5,5.0,0.6,-77.625,22/07/2017,26/07/2017
Second Class,Home Office,United States,Houston,Texas,77095.0,Central,Office Supplies,Labels,2.464,1.0,0.2,0.8624,22/07/2017,26/07/2017
Second Class,Home Office,United States,Houston,Texas,77095.0,Central,Office Supplies,Storage,8.72,1.0,0.2,0.654,22/07/2017,27/07/2017
Standard Class,Consumer,United States,Meriden,Connecticut,6450.0,East,Office Supplies,Binders,10.76,2.0,0.0,5.1648,22/07/2017,26/07/2017
Standard Class,Consumer,United States,Meriden,Connecticut,6450.0,East,Office Supplies,Paper,45.68,2.0,0.0,21.0128,22/07/2017,26/07/2017
Standard Class,Consumer,United States,Meriden,Connecticut,6450.0,East,Office Supplies,Art,6.7,1.0,0.0,2.211,23/07/2017,28/07/2017
Second Class,Consumer,United States,Glenview,Illinois,60025.0,Central,Technology,Phones,158.376,3.0,0.2,13.8579,25/07/2017,01/08/2017
Standard Class,Consumer,United States,Houston,Texas,77036.0,Central,Office Supplies,Art,3.44,2.0,0.2,0.5589999999999999,29/07/2017,03/08/2017
First Class,Consumer,United States,San Francisco,California,94110.0,West,Office Supplies,Storage,56.56,2.0,0.0,15.2712,29/07/2017,29/07/2017
First Class,Consumer,United States,San Francisco,California,94110.0,West,Furniture,Furnishings,36.96,7.0,0.0,11.4576,29/07/2017,29/07/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Technology,Phones,135.99,1.0,0.0,36.7173,29/07/2017,29/07/2017
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Office Supplies,Art,15.96,7.0,0.0,7.0224,29/07/2017,29/07/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Office Supplies,Art,3.76,2.0,0.0,1.0904,01/08/2017,05/08/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Office Supplies,Art,14.7,5.0,0.0,6.615,01/08/2017,05/08/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Office Supplies,Art,37.2,5.0,0.0,9.3,01/08/2017,05/08/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Technology,Accessories,89.97,3.0,0.0,18.8937,01/08/2017,05/08/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Furniture,Chairs,261.96,2.0,0.0,23.5764,02/08/2017,08/08/2017
First Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Office Supplies,Labels,74.0,5.0,0.0,37.0,03/08/2017,07/08/2017
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Furniture,Furnishings,13.28,2.0,0.0,6.3744,03/08/2017,07/08/2017
Standard Class,Consumer,United States,Lebanon,Tennessee,37087.0,South,Office Supplies,Storage,84.96,6.0,0.2,6.372000000000001,05/08/2017,08/08/2017
Second Class,Consumer,United States,Los Angeles,California,90008.0,West,Technology,Accessories,68.46,7.0,0.0,25.3302,09/08/2017,11/08/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Storage,2079.4,5.0,0.0,582.232,09/08/2017,11/08/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Technology,Phones,629.95,5.0,0.0,176.386,09/08/2017,11/08/2017
Standard Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Furnishings,72.42,6.0,0.0,23.8986,12/08/2017,14/08/2017
Standard Class,Home Office,United States,Detroit,Michigan,48234.0,Central,Technology,Phones,131.98,2.0,0.0,35.6346,12/08/2017,16/08/2017
Standard Class,Home Office,United States,Detroit,Michigan,48234.0,Central,Technology,Accessories,114.52,7.0,0.0,11.452,12/08/2017,16/08/2017
